+-------+----------+--------------------+----------------+------------+---------+----------+---------+---------+
| Epoch | Training | Discriminator Loss | Generator Loss | D_Accuracy |  D_fpR  | D_Recall |  A_fpR  |  U_fpR  |
+-------+----------+--------------------+----------------+------------+---------+----------+---------+---------+
|   1   |   DISC   |      0.69747       |    94.80692    |  0.50000   | 0.00000 | 0.00000  | 0.30090 | 0.18822 |
|   2   |   DISC   |      0.69725       |    94.80692    |  0.50000   | 0.00000 | 0.00000  | 0.31498 | 0.18566 |
|   3   |   DISC   |      0.69723       |    94.80692    |  0.50000   | 0.00000 | 0.00000  | 0.31370 | 0.19462 |
|   4   |   DISC   |      0.69711       |    94.80692    |  0.50000   | 0.00000 | 0.00000  | 0.31370 | 0.19078 |
|   5   |   DISC   |      0.69709       |    94.80692    |  0.50000   | 0.00000 | 0.00000  | 0.36748 | 0.16645 |
|   6   |   GEN    |      0.69709       |    97.55235    |  0.50000   | 0.00000 | 0.00000  | 0.32522 | 0.17029 |
|   7   |   GEN    |      0.69709       |    95.00233    |  0.50000   | 0.00000 | 0.00000  | 0.31754 | 0.20615 |
|   8   |   DISC   |      0.69704       |    95.00233    |  0.50000   | 0.00000 | 0.00000  | 0.33931 | 0.21383 |
|   9   |   DISC   |      0.69699       |    95.00233    |  0.50000   | 0.00000 | 0.00000  | 0.30474 | 0.20230 |
|   10  |   DISC   |      0.69688       |    95.00233    |  0.50000   | 0.00000 | 0.00000  | 0.31498 | 0.19974 |
|   11  |   DISC   |      0.69678       |    95.00233    |  0.50000   | 0.00000 | 0.00000  | 0.30218 | 0.19078 |
|   12  |   DISC   |      0.69653       |    95.00233    |  0.50000   | 0.00000 | 0.00000  | 0.33419 | 0.18438 |
|   13  |   GEN    |      0.69653       |    95.30586    |  0.50000   | 0.00000 | 0.00000  | 0.31754 | 0.20359 |
|   14  |   GEN    |      0.69653       |    96.41743    |  0.50000   | 0.00000 | 0.00000  | 0.27145 | 0.17926 |
|   15  |   DISC   |      0.69647       |    96.41743    |  0.50000   | 0.00000 | 0.00000  | 0.35595 | 0.20102 |
|   16  |   DISC   |      0.69653       |    96.41743    |  0.50000   | 0.00000 | 0.00000  | 0.29193 | 0.18182 |
|   17  |   DISC   |      0.69652       |    96.41743    |  0.50000   | 0.00000 | 0.00000  | 0.32266 | 0.20999 |
|   18  |   DISC   |      0.69626       |    96.41743    |  0.50000   | 0.00000 | 0.00000  | 0.32522 | 0.21511 |
|   19  |   DISC   |      0.69632       |    96.41743    |  0.50000   | 0.00000 | 0.00000  | 0.32138 | 0.19846 |
|   20  |   GEN    |      0.69632       |    90.78718    |  0.50000   | 0.00000 | 0.00000  | 0.34187 | 0.18438 |
|   21  |   GEN    |      0.69632       |    91.69165    |  0.50000   | 0.00000 | 0.00000  | 0.35083 | 0.18822 |
|   22  |   DISC   |      0.69618       |    91.69165    |  0.50000   | 0.00000 | 0.00000  | 0.32522 | 0.16389 |
|   23  |   DISC   |      0.69626       |    91.69165    |  0.50000   | 0.00000 | 0.00000  | 0.33547 | 0.20487 |
|   24  |   DISC   |      0.69604       |    91.69165    |  0.50000   | 0.00000 | 0.00000  | 0.32394 | 0.20615 |
|   25  |   DISC   |      0.69591       |    91.69165    |  0.50000   | 0.00000 | 0.00000  | 0.31114 | 0.18822 |
|   26  |   DISC   |      0.69593       |    91.69165    |  0.50000   | 0.00000 | 0.00000  | 0.34187 | 0.20487 |
|   27  |   GEN    |      0.69593       |    87.81081    |  0.50000   | 0.00000 | 0.00000  | 0.33931 | 0.20102 |
|   28  |   GEN    |      0.69593       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.29449 | 0.17414 |
|   29  |   DISC   |      0.69577       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.31882 | 0.18566 |
|   30  |   DISC   |      0.69572       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.32394 | 0.20743 |
|   31  |   DISC   |      0.69564       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.31754 | 0.20230 |
|   32  |   DISC   |      0.69581       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.32522 | 0.18182 |
|   33  |   DISC   |      0.69575       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.32138 | 0.18310 |
|   34  |   DISC   |      0.69549       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.31626 | 0.19078 |
|   35  |   DISC   |      0.69527       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.32138 | 0.19462 |
|   36  |   DISC   |      0.69508       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.30858 | 0.18566 |
|   37  |   DISC   |      0.69544       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.32778 | 0.16261 |
|   38  |   DISC   |      0.69510       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.32010 | 0.19846 |
|   39  |   DISC   |      0.69515       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.30986 | 0.20871 |
|   40  |   DISC   |      0.69485       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.34699 | 0.19206 |
|   41  |   DISC   |      0.69469       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.32010 | 0.19846 |
|   42  |   DISC   |      0.69477       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.30730 | 0.16901 |
|   43  |   DISC   |      0.69487       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.34059 | 0.18310 |
|   44  |   DISC   |      0.69472       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.30090 | 0.16133 |
|   45  |   DISC   |      0.69447       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.30090 | 0.22151 |
|   46  |   DISC   |      0.69451       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.33931 | 0.19334 |
|   47  |   DISC   |      0.69437       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.31242 | 0.18950 |
|   48  |   DISC   |      0.69450       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.30602 | 0.18310 |
|   49  |   DISC   |      0.69413       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.30218 | 0.20359 |
|   50  |   DISC   |      0.69404       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.32138 | 0.18950 |
|   51  |   DISC   |      0.69398       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.31882 | 0.19846 |
|   52  |   DISC   |      0.69418       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.32138 | 0.18182 |
|   53  |   DISC   |      0.69393       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.33931 | 0.19590 |
|   54  |   DISC   |      0.69394       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.31498 | 0.20102 |
|   55  |   DISC   |      0.69366       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.31370 | 0.19718 |
|   56  |   DISC   |      0.69354       |    95.01028    |  0.50000   | 0.00000 | 0.00000  | 0.32650 | 0.18694 |
|   57  |   DISC   |      0.69354       |    95.01028    |  0.50128   | 0.00000 | 0.00256  | 0.31498 | 0.17670 |
|   58  |   DISC   |      0.69360       |    95.01028    |  0.50128   | 0.00000 | 0.00256  | 0.28937 | 0.17542 |
|   59  |   DISC   |      0.69336       |    95.01028    |  0.50128   | 0.00000 | 0.00256  | 0.33675 | 0.18566 |
|   60  |   DISC   |      0.69325       |    95.01028    |  0.50320   | 0.00000 | 0.00640  | 0.32394 | 0.20743 |
|   61  |   DISC   |      0.69317       |    95.01028    |  0.50448   | 0.00000 | 0.00896  | 0.32522 | 0.20871 |
|   62  |   DISC   |      0.69304       |    95.01028    |  0.50704   | 0.00000 | 0.01408  | 0.31498 | 0.20102 |
|   63  |   DISC   |      0.69298       |    95.01028    |  0.50960   | 0.00000 | 0.01921  | 0.32778 | 0.20615 |
|   64  |   DISC   |      0.69288       |    95.01028    |  0.50960   | 0.00000 | 0.01921  | 0.33291 | 0.17798 |
|   65  |   DISC   |      0.69292       |    95.01028    |  0.50960   | 0.00000 | 0.01921  | 0.32650 | 0.20230 |
|   66  |   DISC   |      0.69292       |    95.01028    |  0.51088   | 0.00000 | 0.02177  | 0.30858 | 0.19462 |
|   67  |   DISC   |      0.69267       |    95.01028    |  0.51408   | 0.00000 | 0.02817  | 0.33163 | 0.20743 |
|   68  |   DISC   |      0.69265       |    95.01028    |  0.51536   | 0.00000 | 0.03073  | 0.31754 | 0.19974 |
|   69  |   DISC   |      0.69258       |    95.01028    |  0.51536   | 0.00000 | 0.03073  | 0.32907 | 0.18822 |
|   70  |   DISC   |      0.69241       |    95.01028    |  0.51857   | 0.00000 | 0.03713  | 0.31754 | 0.19974 |
|   71  |   DISC   |      0.69214       |    95.01028    |  0.52753   | 0.00000 | 0.05506  | 0.29193 | 0.20487 |
|   72  |   DISC   |      0.69229       |    95.01028    |  0.52817   | 0.00000 | 0.05634  | 0.30474 | 0.20487 |
|   73  |   DISC   |      0.69210       |    95.01028    |  0.52881   | 0.00000 | 0.05762  | 0.32650 | 0.21767 |
|   74  |   DISC   |      0.69216       |    95.01028    |  0.52881   | 0.00000 | 0.05762  | 0.31370 | 0.20743 |
|   75  |   DISC   |      0.69172       |    95.01028    |  0.52881   | 0.00000 | 0.05762  | 0.32138 | 0.20102 |
|   76  |   DISC   |      0.69164       |    95.01028    |  0.53265   | 0.00000 | 0.06530  | 0.34827 | 0.17798 |
|   77  |   DISC   |      0.69143       |    95.01028    |  0.53393   | 0.00000 | 0.06786  | 0.30602 | 0.20102 |
|   78  |   DISC   |      0.69170       |    95.01028    |  0.53521   | 0.00000 | 0.07042  | 0.32394 | 0.19846 |
|   79  |   DISC   |      0.69169       |    95.01028    |  0.53585   | 0.00000 | 0.07170  | 0.32266 | 0.20359 |
|   80  |   DISC   |      0.69166       |    95.01028    |  0.53713   | 0.00000 | 0.07426  | 0.30858 | 0.20615 |
|   81  |   DISC   |      0.69134       |    95.01028    |  0.54225   | 0.00000 | 0.08451  | 0.31498 | 0.20743 |
|   82  |   DISC   |      0.69125       |    95.01028    |  0.55122   | 0.00000 | 0.10243  | 0.31498 | 0.19206 |
|   83  |   DISC   |      0.69100       |    95.01028    |  0.55314   | 0.00000 | 0.10627  | 0.32138 | 0.19206 |
|   84  |   DISC   |      0.69105       |    95.01028    |  0.55378   | 0.00000 | 0.10755  | 0.32266 | 0.22663 |
|   85  |   DISC   |      0.69088       |    95.01028    |  0.55506   | 0.00000 | 0.11012  | 0.32138 | 0.17286 |
|   86  |   DISC   |      0.69073       |    95.01028    |  0.55506   | 0.00000 | 0.11012  | 0.32394 | 0.20487 |
|   87  |   DISC   |      0.69041       |    95.01028    |  0.55506   | 0.00000 | 0.11012  | 0.31754 | 0.17286 |
|   88  |   DISC   |      0.69029       |    95.01028    |  0.56402   | 0.00000 | 0.12804  | 0.34059 | 0.18182 |
|   89  |   DISC   |      0.69045       |    95.01028    |  0.56850   | 0.00000 | 0.13700  | 0.31370 | 0.20102 |
|   90  |   DISC   |      0.69001       |    95.01028    |  0.56978   | 0.00000 | 0.13956  | 0.32138 | 0.19078 |
|   91  |   DISC   |      0.69017       |    95.01028    |  0.56978   | 0.00000 | 0.13956  | 0.33419 | 0.19974 |
